1.895,0,0,0,0,0,0,0,0,0,9.8298e-05,0,0
1.914,5.14754e-05,1.11851e-08,0.000139408,0.000285295,0,0,1,1,0.033478,0.0335507,0.00509683,0.00509683
1.934,0.000154431,3.09287e-08,-0.000272599,0.00131557,0,0,1,1,0.0699603,0.0700072,0.00509683,0.00509683
1.954,0.000257387,2.12748e-09,-0.000895681,0.00308845,0,0,1,1,0.106762,0.106903,-0.0137472,-0.0123902
1.974,1.70189e-05,-6.05688e-08,0.000213803,0.00560416,0,0,1,1,0.144247,0.144233,-0.00619389,-0.00776863
1.994,-0.000123995,-2.14212e-07,0.00121333,0.00886195,0,0,1,1,0.182363,0.182122,-0.00619383,-0.00776777
2.014,-6.78997e-05,-1.17767e-07,0.00194691,0.0128625,0,0,1,1,0.221274,0.220786,0.0279987,0.0107624
2.034,0.000747732,1.19693e-06,0.00123613,0.0176166,0,0,1,1,0.26052,0.260163,0.00509987,0.00510244
2.054,0.000165344,-6.61356e-08,0.00215352,0.0231036,0,0,1,1,0.301852,0.301166,-0.0263636,-0.0296273
2.074,-0.000139757,-5.17505e-07,0.0028691,0.0293334,0,0,1,1,0.344368,0.343291,0.0427098,0.012497
2.094,0.000265379,7.07744e-07,0.00196011,0.0363065,0,0,1,1,0.387522,0.386718,-0.0190774,0.0210286
2.114,0.000276197,7.21335e-07,0.000909644,0.0440225,0,0,1,1,0.432471,0.432101,-0.0202492,0.0210269
2.134,8.79903e-05,4.57658e-07,0.00107632,0.0524808,0,0,1,1,0.480007,0.479508,0.00498929,-0.0457047
2.154,-7.75283e-05,2.67026e-07,0.000845503,0.0616823,0,0,1,1,0.529134,0.528662,-0.0133818,0.00505771
2.174,-0.000161595,2.16559e-07,0.000795979,0.071626,0,0,1,1,0.580036,0.579687,-0.013381,0.00505771
2.194,-0.00024566,1.68334e-07,8.03942e-05,0.0823123,0,0,1,1,0.633436,0.633408,-0.013381,0.00505771
2.214,-0.00024075,1.73346e-07,0.0010412,0.0937426,0,0,1,1,0.689936,0.689195,0.00691342,0.00338195
2.234,-0.000169531,2.86627e-07,0.00149607,0.102812,0,0,1,1,0.743526,0.742403,0.00691059,0.00204454
2.254,-7.90841e-05,4.15068e-07,0.00153873,0.115553,0,0,1,1,0.803821,0.802627,0.00691059,0.00204454
2.274,1.13627e-05,5.34652e-07,0.0014544,0.129027,0,0,1,1,0.867089,0.865889,0.00708758,0.00204492
2.294,0.000112779,7.28008e-07,0.00199589,0.143252,0,0,1,1,0.933778,0.931921,0.0080668,0.00281721
2.314,0.000222707,9.74047e-07,0.00234932,0.158227,0,0,1,1,1.00343,1.00132,0.0080668,0.00281728
2.334,0.000339825,1.18613e-06,0.00177184,0.173945,0,0,1,1,1.07611,1.07435,0.00807164,0.00510304
