170.399,0,0,-3.10958,0
170.417,-1.807e-05,-3.45357e-05,-3.15161,0
170.437,-5.52901e-05,-0.000188028,-3.21356,0
170.457,-0.000103406,-0.000464314,-3.2922,0
170.477,-0.000131306,-0.000863393,-3.39225,0
170.497,-0.000730176,-0.00138527,-3.42389,0
170.518,-0.00093482,-0.00202993,-3.5352,0
170.538,-0.000746675,-0.00279739,-3.72268,0
170.557,-0.00234272,-0.00368765,-3.65803,0
170.577,-0.00410348,-0.0047007,-3.59072,0
170.597,-0.00596829,-0.00583654,-3.52638,0
170.617,-0.00775056,-0.00709517,-3.49315,0
170.637,-0.00966828,-0.0084766,-3.45746,0
170.657,-0.0117212,-0.00998082,-3.41991,0
170.677,-0.013808,-0.0116078,-3.19977,-0
170.697,-0.0155484,-0.0133577,-3.44264,0
170.717,-0.0175408,-0.0152303,-3.46898,0
170.737,-0.019544,-0.0172257,-3.51244,0
170.757,-0.0214958,-0.0193438,-3.58203,0
170.777,-0.0236141,-0.0215848,-3.64452,0
170.797,-0.0258676,-0.0239486,-3.70525,0
170.817,-0.028163,-0.0264352,-3.77829,0
170.837,-0.0305003,-0.0290445,-3.86339,0
170.857,-0.0329108,-0.0317767,-3.95581,0
170.877,-0.0353009,-0.0346317,-4.06983,0
170.897,-0.0381065,-0.0376094,-4.13904,0
170.917,-0.0409535,-0.0407099,-4.22137,0
170.937,-0.0438737,-0.0439333,-4.31103,0
170.957,-0.0469603,-0.0472794,-4.39394,0
170.977,-0.0503376,-0.0507483,-4.45147,0
170.997,-0.0539433,-0.05434,-4.49342,0
171.017,-0.0576529,-0.0580545,-4.53851,0
171.037,-0.0615289,-0.0618919,-4.57694,0
171.057,-0.0653534,-0.0658519,-4.64194,0
171.077,-0.0695933,-0.0699348,-4.66205,0
171.097,-0.0736881,-0.0741405,-4.72362,0
171.117,-0.0780118,-0.078469,-4.76837,0
171.137,-0.0822527,-0.0829203,-4.8446,0
171.157,-0.0867225,-0.0874943,-4.90419,0
171.177,-0.0912962,-0.0921912,-4.96691,0
171.197,-0.0960363,-0.0970108,-5.02297,0
171.217,-0.100974,-0.101953,-5.06783,0
171.237,-0.105922,-0.107019,-5.1299,0
171.257,-0.111037,-0.112207,-5.18505,0
171.277,-0.115384,-0.117517,-5.3754,0
171.297,-0.118592,-0.122951,-5.75497,0
171.317,-0.123088,-0.128507,-5.95432,0
171.337,-0.128994,-0.134187,-5.96144,0
171.357,-0.135095,-0.139989,-5.9609,0
171.377,-0.141581,-0.145913,-5.9209,0
171.397,-0.14789,-0.151961,-5.92698,0
171.417,-0.153619,-0.158131,-6.03896,0
171.437,-0.158925,-0.164425,-6.23207,0
171.457,-0.164739,-0.170841,-6.36506,0
171.477,-0.171155,-0.177379,-6.42641,0
171.497,-0.17783,-0.184041,-6.46835,0
171.517,-0.18464,-0.190825,-6.50879,0
171.537,-0.191212,-0.197732,-6.60406,0
171.557,-0.197764,-0.204762,-6.72002,0
171.577,-0.204638,-0.211915,-6.80536,0
171.597,-0.212083,-0.219191,-6.82326,0
171.617,-0.219258,-0.226589,-6.90194,0
171.638,-0.227128,-0.23411,-6.89261,0
171.657,-0.234076,-0.241754,-7.0436,0
171.677,-0.240879,-0.249521,-7.23224,0
171.697,-0.24785,-0.25741,-7.41351,0
171.717,-0.255546,-0.265422,-7.50327,0
171.737,-0.26372,-0.273557,-7.54092,0
171.757,-0.27153,-0.281815,-7.65326,0
171.777,-0.280037,-0.290196,-7.67731,0
171.797,-0.288584,-0.298699,-7.71528,0
171.817,-0.29736,-0.307326,-7.73696,0
171.837,-0.306551,-0.316075,-7.71455,0
171.857,-0.31594,-0.324947,-7.68164,0
171.877,-0.32509,-0.333941,-7.70373,0
171.897,-0.334127,-0.343059,-7.7607,0
171.917,-0.343206,-0.352299,-7.82927,0
171.937,-0.352109,-0.361662,-7.94296,0
171.957,-0.36205,-0.371148,-7.91694,0
171.977,-0.371472,-0.380756,-7.99082,0
171.997,-0.38075,-0.390488,-8.1035,0
172.017,-0.389447,-0.400342,-8.32217,0
172.037,-0.399308,-0.410319,-8.38108,0
172.057,-0.409209,-0.420419,-8.45524,0
172.077,-0.419276,-0.430641,-8.52255,0
172.097,-0.429292,-0.440987,-8.61644,0
172.117,-0.439568,-0.451455,-8.68906,0
172.137,-0.449961,-0.46202,-8.70636,0
172.157,-0.46019,-0.472499,-8.69914,0
172.177,-0.47044,-0.482855,-8.67034,0
172.197,-0.480647,-0.493089,-8.62965,0
172.217,-0.490937,-0.503199,-8.55802,0
172.237,-0.501341,-0.513187,-8.45108,0
172.257,-0.511018,-0.523052,-8.43643,0
172.277,-0.52168,-0.532794,-8.25192,0
172.297,-0.531397,-0.542414,-8.19525,0
172.317,-0.540855,-0.55191,-8.15702,0
172.337,-0.551485,-0.561284,-7.92192,0
172.357,-0.561263,-0.570535,-7.80102,0
172.377,-0.570159,-0.579663,-7.79329,0
172.397,-0.579015,-0.588669,-7.77111,0
172.417,-0.588046,-0.597551,-7.70382,0
172.437,-0.597378,-0.606311,-7.57314,0
172.457,-0.606107,-0.614948,-7.5164,0
172.477,-0.614981,-0.623462,-7.41767,0
172.497,-0.62372,-0.631854,-7.3216,0
172.518,-0.632292,-0.640122,-7.23209,0
172.537,-0.640854,-0.648268,-7.12546,0
172.557,-0.648969,-0.656291,-7.06826,0
172.577,-0.657198,-0.664192,-6.97424,0
172.597,-0.665074,-0.671969,-6.91584,0
172.617,-0.672473,-0.679624,-6.91063,0
172.637,-0.679893,-0.687156,-6.88268,0
172.657,-0.687706,-0.694565,-6.77673,0
172.677,-0.69501,-0.701851,-6.73081,0
172.697,-0.702957,-0.709015,-6.56761,0
172.717,-0.710363,-0.716055,-6.46987,0
172.737,-0.717511,-0.722973,-6.39172,0
172.766,-0.724461,-0.729768,-6.32452,0
172.778,-0.731299,-0.736441,-6.27213,0
172.797,-0.737551,-0.74299,-6.25679,0
172.817,-0.743629,-0.749417,-6.26457,0
172.837,-0.750225,-0.755721,-6.17492,0
172.857,-0.757184,-0.761902,-6.01342,0
172.877,-0.763446,-0.767961,-5.94019,0
172.897,-0.769636,-0.773896,-5.85778,0
172.917,-0.774944,-0.779709,-5.89075,0
172.937,-0.780211,-0.785399,-5.90928,0
172.957,-0.785717,-0.790966,-5.87325,0
172.977,-0.791273,-0.79641,-5.81179,0
172.997,-0.796507,-0.801732,-5.78105,0
173.017,-0.802353,-0.806931,-5.63828,0
173.037,-0.807969,-0.812007,-5.51365,0
173.057,-0.813451,-0.81696,-5.39061,0
173.077,-0.818704,-0.821791,-5.28359,0
173.097,-0.823728,-0.826498,-5.19232,0
173.117,-0.828555,-0.831083,-5.11209,0
173.137,-0.833434,-0.835545,-5.00519,0
173.157,-0.838332,-0.839884,-4.87706,0
173.177,-0.842971,-0.844101,-4.77011,0
173.197,-0.847662,-0.848194,-4.63632,0
173.217,-0.852155,-0.852165,-4.51436,0
173.237,-0.856357,-0.856013,-4.41769,0
173.257,-0.860517,-0.859739,-4.30825,0
173.277,-0.864231,-0.863341,-4.24817,0
173.297,-0.867842,-0.866821,-4.18432,0
173.317,-0.871223,-0.870178,-4.13659,0
173.337,-0.874594,-0.873412,-4.07155,0
173.357,-0.877861,-0.876523,-4.00399,0
173.377,-0.881117,-0.879512,-3.91947,0
173.397,-0.884207,-0.882378,-3.84189,0
173.417,-0.887504,-0.88512,-3.71411,0
173.437,-0.890509,-0.887741,-3.61278,0
173.457,-0.893286,-0.890238,-3.52702,0
