1542337937,0,0,0.00065,0,0,0.000558724,0,0,0,0
1542337937,0,0,0.0113813,0.000617705,4.13394e-08,0.000103302,12,12,1.06938,1.06848
1542337937,0,0,0.0079875,0.00185318,4.49959e-07,0.000225911,12,12,2.75064,2.74813
1542337937,-0.000114454,0.00291858,-0.0259063,0.00308865,6.13872e-07,-0.0005128,12,12,4.88887,4.49195
1542337937,-0.00618052,0.00606607,-0.032925,0.0039798,5.85015e-07,-0.000484002,12,12,7.82042,7.67697
1542337937,-0.00806902,0.00892742,-0.320181,0.00550751,-6.81589e-06,-0.00531289,12,12,11.5843,11.561
1542337937,-0.0106442,0.0120749,-0.83695,0.00712895,-2.36506e-05,-0.0132426,12,12,16.6633,16.599
1542337937,-0.0139634,0.0163669,-1.48788,0.00906273,-6.46632e-05,-0.0246507,12,12,23.1512,23.0896
1542337937,-0.0180838,0.0216891,-2.14174,0.0105324,-0.000110417,-0.0365384,12,12,31.2113,31.4152
1542337937,-0.0230625,0.0281557,-2.99936,0.012612,-0.000203766,-0.0512177,12,12,41.2147,41.8055
1542337937,-0.0285563,0.0344507,-4.07459,0.0141623,-0.000300698,-0.070267,12,12,53.2134,54.6103
1542337937,-0.0350802,0.0424053,-5.14708,0.016052,-0.000455182,-0.0886157,12,12,67.4368,69.8073
1542337937,-0.0429203,0.0514471,-6.43159,0.0180239,-0.000652993,-0.11082,12,12,84.2754,88.0423
1542337937,-0.0508749,0.0602029,-7.92438,0.0191873,-0.000798028,-0.131172,12,12,98.3358,103.735
1542337937,-0.0595162,0.0706182,-9.3906,0.0219561,-0.00121076,-0.157183,12,12,119.608,127.315
1542337937,-0.0684436,0.0808046,-10.9796,0.0239363,-0.00155751,-0.185653,12,12,143.444,154.509
1542337937,-0.0792023,0.0923645,-12.8121,0.0254021,-0.00186395,-0.2171,12,12,169.955,185.095
1542337937,-0.0903043,0.104611,-14.7082,0.0268705,-0.00221577,-0.249013,12,12,199.178,219.556
1542337937,-0.101292,0.117487,-16.734,0.0288658,-0.00277301,-0.284012,12,12,230.842,257.673
1542337937,-0.113939,0.131164,-18.9969,0.0302541,-0.00321536,-0.322252,12,12,264.525,299.542
1542337937,-0.127445,0.144098,-21.2032,0.0313041,-0.00359245,-0.361489,12,12,300.465,345.007
1542337937,-0.140149,0.158691,-23.4236,0.0328071,-0.00420641,-0.402214,12,12,337.786,393.624
1542337937,-0.154113,0.173455,-25.9923,0.0345577,-0.00499167,-0.445199,12,12,376.327,445.631
1542337937,-0.169278,0.189193,-28.4751,0.0356279,-0.0055367,-0.490133,12,12,414.973,499.975
1542337937,-0.184615,0.205216,-31.2044,0.0367943,-0.00618799,-0.535716,12,12,454.053,556.815
1542337937,-0.201153,0.221583,-33.9774,0.0378744,-0.00687905,-0.585413,12,12,490.69,614.34
1542337937,-0.216891,0.237721,-36.7505,0.0380304,-0.00699278,-0.634277,12,12,526.29,672.672
1542337937,-0.233887,0.254603,-39.5732,0.0394492,-0.00808976,-0.684369,12,12,529.409,692.101
1542337937,-0.251971,0.271657,-42.6583,0.0401279,-0.00867738,-0.737703,12,12,509.888,684.113
1542337937,-0.269368,0.289226,-45.7461,0.0411858,-0.0096887,-0.79126,12,12,484.229,668.051
1542337937,-0.288711,0.30708,-48.8943,0.041042,-0.00949619,-0.846663,12,12,451.499,643.505
1542337937,-0.30668,0.324821,-52.073,0.0422214,-0.0109361,-0.904939,12,12,412.299,610.409
1542337937,-0.326938,0.343248,-55.3382,0.0432572,-0.0123309,-0.963066,12,12,369.105,571.024
1542337937,-0.346968,0.363049,-58.8667,0.0440603,-0.0135659,-1.0212,12,12,323.64,527.125
1542337937,-0.36694,0.380674,-62.2078,0.0440037,-0.0134131,-1.08258,12,12,273.891,476.945
1542337937,-0.386855,0.400704,-65.6813,0.0444129,-0.0142192,-1.14343,12,12,224.036,423.93
1542337937,-0.409116,0.420619,-69.3456,0.0442936,-0.0138678,-1.206,-12,12,173.36,368.041
1542337937,-0.417357,0.440362,-72.8825,0.0455199,-0.0177344,-1.26897,-12,12,122.132,311.079
1542337938,-0.411119,0.459591,-76.1616,0.0495108,-0.0325072,-1.32927,-12,12,76.1655,256.17
1542337938,-0.395782,0.484427,-79.4429,0.0531627,-0.0502419,-1.38654,-12,12,34.7473,204.161
1542337938,-0.368428,0.508863,-82.5216,0.0562863,-0.0699822,-1.42705,-12,12,7.31903,168.66
1542337938,-0.337468,0.529865,-85.2885,0.0591174,-0.0953869,-1.4783,-12,-12,-23.4124,126.073
1542337938,-0.308969,0.536504,-87.8897,0.0605146,-0.117384,-1.52588,-12,-12,-47.4609,90.3452
1542337938,-0.293975,0.540452,-90.1232,0.0606304,-0.125098,-1.56585,-12,-12,-62.3602,60.469
1542337938,-0.294262,0.552699,-91.7751,0.060533,-0.13169,-1.59657,-12,-12,-69.5983,39.5871
1542337938,-0.291858,0.555217,-92.9432,0.0604647,-0.133456,-1.61789,-12,-12,-70.4711,26.2901
