56.123,0,0,-0.000575,0,0,-3.81791e-06,0,0,0,0
56.14,0,0,0.004225,0.000617705,-5.25524e-09,7.41765e-06,12,12,1.06472,1.06471
56.16,0,0,0.028425,0.00185318,3.75164e-07,0.000493601,12,12,2.74709,2.74551
56.18,-0.00131622,0.00286135,0.004525,0.00185349,2.10248e-07,0.00034863,12,12,5.2271,3.87864
56.2,-0.00343362,0.00703893,-0.182281,0.0061678,-3.72108e-06,-0.00254567,12,12,7.8727,7.58455
56.22,-0.00463539,0.0097286,-0.488481,0.0079109,-1.39753e-05,-0.00802786,12,12,11.6411,11.4621
56.24,-0.0069817,0.0129333,-0.989375,0.00935156,-3.31372e-05,-0.0169711,12,12,16.6058,16.4901
56.26,-0.0102436,0.017397,-1.55593,0.0111465,-7.36718e-05,-0.0266892,12,12,23.0811,23.1011
56.281,-0.0142495,0.0233486,-2.23584,0.0129061,-0.000134759,-0.0378427,12,12,31.1071,31.38
56.301,-0.0191711,0.0294719,-3.18763,0.0151391,-0.000244196,-0.0545247,12,12,41.0891,41.7608
56.321,-0.0248938,0.0364536,-4.25168,0.0169618,-0.000363091,-0.0730834,12,12,53.0604,54.5633
56.341,-0.0318183,0.0446371,-5.34005,0.0188655,-0.000525136,-0.092617,12,12,67.3308,69.8292
56.361,-0.0386855,0.0531067,-6.59588,0.0212484,-0.00077706,-0.114636,12,12,83.9137,88.0308
56.38,-0.0460106,0.063522,-7.91003,0.0233767,-0.00104604,-0.132276,12,12,103.205,109.026
56.4,-0.0537934,0.076112,-9.38341,0.0266539,-0.00154213,-0.158876,12,12,119.376,127.028
56.42,-0.0624347,0.0880152,-10.9445,0.0297414,-0.00208218,-0.185567,12,12,143.102,154.082
56.44,-0.07182,0.100777,-12.6436,0.0335961,-0.00287747,-0.213761,12,12,169.855,184.726
56.46,-0.0814341,0.114798,-14.4716,0.0362622,-0.00351753,-0.245964,12,12,198.884,218.879
56.48,-0.0908766,0.128933,-16.3842,0.0404902,-0.00466716,-0.27846,12,12,230.838,257.165
56.5,-0.102036,0.14261,-18.502,0.0425121,-0.00529222,-0.316586,12,12,264.613,299.042
56.52,-0.113539,0.157146,-20.3466,0.0449808,-0.0061575,-0.350095,12,12,301.639,344.862
56.54,-0.123782,0.17254,-22.3606,0.0472319,-0.00703449,-0.384009,12,12,340.874,394.43
56.56,-0.134713,0.189422,-24.8352,0.0509199,-0.00865115,-0.426787,12,12,380.085,446.665
56.58,-0.147417,0.210309,-27.0272,0.056741,-0.011491,-0.465347,12,12,421.374,502.504
56.601,-0.160923,0.226104,-29.3899,0.058503,-0.0124332,-0.505943,12,12,463.417,561.549
