56,0,0,-3.10958
56.018,-1.79995e-05,-3.45357e-05,-3.15178
56.038,-5.52901e-05,-0.000188028,-3.21356
56.058,-0.000103406,-0.000464314,-3.2922
56.078,-0.000566891,-0.000863393,-3.32613
56.098,-0.00144527,-0.00138527,-3.3165
56.118,-0.00267633,-0.00202993,-3.27275
56.139,-0.0034823,-0.00279739,-3.31279
56.158,-0.00417522,-0.00368765,-3.38716
56.178,-0.0049414,-0.0047007,-3.46843
56.198,-0.00578064,-0.00583654,-3.55711
56.218,-0.0066307,-0.00709517,-3.66265
56.238,-0.00733609,-0.0084766,-3.8085
56.258,-0.00827035,-0.00998082,-3.93753
56.278,-0.00912191,-0.0116078,-4.09804
56.298,-0.00995336,-0.0133577,-4.27969
56.318,-0.0111691,-0.0152303,-4.42126
56.338,-0.0126442,-0.0172257,-4.5428
56.358,-0.0141299,-0.0193438,-4.68173
56.378,-0.0158132,-0.0215848,-4.80902
56.398,-0.0178495,-0.0239486,-4.90157
56.418,-0.0199895,-0.0264352,-4.99761
56.438,-0.0226382,-0.0290445,-5.03503
56.458,-0.0254216,-0.0317767,-5.07167
56.478,-0.0284025,-0.0346317,-5.09701
56.498,-0.0314562,-0.0376094,-5.13012
56.518,-0.034552,-0.0407099,-5.17537
56.538,-0.037783,-0.0439333,-5.21851
56.558,-0.0408692,-0.0472794,-5.3023
56.578,-0.0441842,-0.0507483,-5.36927
56.598,-0.0477278,-0.05434,-5.42049
56.618,-0.0511575,-0.0580545,-5.50792
56.638,-0.0546915,-0.0618919,-5.5975
56.658,-0.058392,-0.0658519,-5.68042
56.678,-0.0619164,-0.0699348,-5.80881
56.698,-0.0658254,-0.0741405,-5.89668
56.718,-0.0701493,-0.078469,-5.9409
56.738,-0.0744836,-0.0829203,-6.00296
56.758,-0.0789843,-0.0874943,-6.05809
56.778,-0.0834647,-0.0921912,-6.13507
56.798,-0.088516,-0.0970108,-6.14364
56.818,-0.0934843,-0.101953,-6.18465
56.838,-0.0983702,-0.107019,-6.25626
56.858,-0.103267,-0.112207,-6.34429
56.878,-0.107988,-0.117517,-6.47734
56.898,-0.113249,-0.122951,-6.54626
56.918,-0.118241,-0.128507,-6.67588
56.938,-0.124021,-0.134187,-6.70331
56.958,-0.129656,-0.139989,-6.77326
56.978,-0.135302,-0.145913,-6.85945
56.998,-0.141395,-0.151961,-6.89621
57.018,-0.147498,-0.158131,-6.9509
57.038,-0.15358,-0.164425,-7.02699
57.058,-0.159487,-0.170841,-7.14802
57.078,-0.165841,-0.177379,-7.21909
57.098,-0.172702,-0.184041,-7.23251
57.118,-0.179575,-0.190825,-7.26404
57.138,-0.186551,-0.197732,-7.29808
57.158,-0.193569,-0.204762,-7.34435
57.178,-0.200474,-0.211915,-7.4263
57.198,-0.207358,-0.219191,-7.52929
57.218,-0.214316,-0.226589,-7.63944
57.242,-0.221223,-0.23411,-7.77591
57.258,-0.228723,-0.241754,-7.85806
57.278,-0.235627,-0.249521,-8.0152
57.298,-0.244184,-0.25741,-7.95586
57.318,-0.251662,-0.265422,-8.08321
57.338,-0.259929,-0.273557,-8.10606
57.358,-0.267988,-0.281815,-8.18088
57.378,-0.276245,-0.290196,-8.24343
57.398,-0.284544,-0.298699,-8.31847
57.418,-0.293165,-0.307326,-8.36306
57.438,-0.301671,-0.316075,-8.44412
57.458,-0.310158,-0.324947,-8.54623
57.478,-0.318718,-0.333941,-8.65549
57.498,-0.327694,-0.343059,-8.72022
57.518,-0.336337,-0.352299,-8.85473
57.538,-0.345459,-0.361662,-8.93412
57.558,-0.354155,-0.371148,-9.09764
57.578,-0.363827,-0.380756,-9.1302
57.598,-0.373509,-0.390488,-9.18219
57.618,-0.383326,-0.400342,-9.23198
57.638,-0.393248,-0.410319,-9.28463
57.658,-0.403087,-0.420419,-9.36841
57.678,-0.413061,-0.430641,-9.44972
57.698,-0.422921,-0.440987,-9.56696
57.718,-0.433415,-0.451455,-9.60607
57.738,-0.443465,-0.46202,-9.67595
57.758,-0.454255,-0.472499,-9.58274
57.778,-0.464909,-0.482855,-9.49413
57.798,-0.475489,-0.493089,-9.39791
57.818,-0.485592,-0.503199,-9.35568
57.838,-0.496462,-0.513187,-9.17736
57.858,-0.506481,-0.523052,-9.11209
57.878,-0.516116,-0.532794,-9.08442
57.898,-0.526239,-0.542414,-8.96343
57.918,-0.536381,-0.55191,-8.82244
57.938,-0.546544,-0.561284,-8.66013
57.958,-0.555419,-0.570535,-8.67487
57.978,-0.563726,-0.579663,-8.75431
57.998,-0.571742,-0.588669,-8.85797
58.018,-0.580681,-0.597551,-8.80246
58.038,-0.590012,-0.606311,-8.67152
58.058,-0.598648,-0.614948,-8.62895
58.078,-0.6069,-0.623462,-8.62441
58.098,-0.616696,-0.631854,-7.43865
58.118,-0.625518,-0.640122,-8.24055
58.138,-0.635044,-0.648268,-7.98936
58.158,-0.643407,-0.656291,-7.89713
58.178,-0.651916,-0.664192,-7.76131
58.198,-0.660414,-0.671969,-7.60925
58.218,-0.66915,-0.679624,-7.40272
58.238,-0.677314,-0.687156,-7.26522
58.258,-0.685158,-0.694565,-7.15667
58.278,-0.692182,-0.701851,-7.15335
58.298,-0.699662,-0.709015,-7.0602
58.318,-0.706696,-0.716055,-7.0178
58.338,-0.713719,-0.722973,-6.95748
58.358,-0.720514,-0.729768,-6.91354
58.378,-0.727788,-0.736441,-6.79538
58.398,-0.734506,-0.74299,-6.70964
58.418,-0.741019,-0.749417,-6.65262
