24.375,0,0,0.0006,0,0,-0.00257174,0,0,0,0,0,0,0,0
24.394,0,0,0.00534375,0.000401963,1.02206e-08,3.58883e-05,12,12,1.06522,1.06171,1.2802,1.27723,0.0611619,0.0611619
24.414,0,0,0.0134563,0.00163743,4.10922e-07,0.000326486,12,12,2.74436,2.73516,2.94503,2.93648,0.0611619,0.0611619
24.433,-5.72271e-05,0.00320472,-0.0286438,0.00318925,5.14399e-07,-0.000269217,12,12,4.87509,3.8496,5.07759,5.06668,0.063312,1.07698
24.453,-0.00663834,0.00566548,-0.0657,0.00380472,-1.08439e-07,-0.00117024,12,12,7.93506,7.59875,7.93693,7.92796,-0.135987,0.190098
24.474,-0.00846961,0.00778288,-0.457544,0.00453757,-4.40086e-06,-0.00793983,12,12,11.6297,11.4646,11.795,11.8506,-0.0327802,0.185347
24.494,-0.0108159,0.0112737,-0.89515,0.00618254,-2.38269e-05,-0.0150211,12,12,16.6153,16.4927,16.7494,16.9113,-0.0305662,0.250405
24.514,-0.0137345,0.0157374,-1.44261,0.0082434,-6.59369e-05,-0.0246034,12,12,23.0992,23.0943,23.133,23.4907,-0.106097,0.252239
24.534,-0.017397,0.0213457,-2.15999,0.0101999,-0.000129534,-0.0372032,12,12,31.1776,31.4043,31.2411,31.9364,-0.128781,0.332946
24.554,-0.0221469,0.0275262,-2.99405,0.0123012,-0.00022688,-0.0519373,12,12,41.1807,41.7951,41.1672,42.3767,-0.208691,0.377383
24.574,-0.0273545,0.0344507,-4.03593,0.0143303,-0.000356878,-0.0699446,12,12,53.1211,54.4872,53.1019,55.0939,-0.154555,0.462629
24.594,-0.0338212,0.0424053,-5.23366,0.0164795,-0.000533981,-0.0907598,12,12,67.4667,69.8688,67.2032,70.321,-0.287602,0.422828
24.614,-0.0409174,0.0505315,-6.56109,0.0181073,-0.000703465,-0.10809,12,12,79.8244,83.2876,81.1142,85.4545,-0.357394,0.426643
24.634,-0.0484141,0.060489,-7.92345,0.0198883,-0.000926656,-0.133135,12,12,98.4304,103.672,99.7549,106.085,-0.409331,0.563311
24.654,-0.0578566,0.0703893,-9.44208,0.0215707,-0.00117585,-0.159612,12,12,119.688,127.264,121.056,129.973,-0.515483,0.679388
24.674,-0.0668984,0.0813197,-11.2395,0.0233283,-0.0014903,-0.18879,12,12,143.32,154.471,144.995,157.296,-0.383271,0.584204
24.694,-0.0763981,0.0928223,-13.0346,0.0261569,-0.00209419,-0.219826,12,12,169.94,185.132,171.516,188.1,-0.591614,0.582047
24.714,-0.0873285,0.104897,-14.9469,0.0271523,-0.0023413,-0.254299,12,12,198.808,219.425,200.655,222.727,-0.497329,0.689171
24.734,-0.099289,0.117716,-17.001,0.0284173,-0.00269434,-0.289856,12,12,230.207,257.579,232.248,261.001,-0.405545,0.660337
24.754,-0.110391,0.131679,-19.1184,0.031143,-0.00357666,-0.326886,12,12,264.003,299.278,266.035,302.863,-0.476343,0.717727
24.774,-0.12321,0.14633,-21.4566,0.0333481,-0.00438407,-0.367042,12,12,299.612,344.481,301.65,348.342,-0.60144,0.79688
24.794,-0.137459,0.161209,-23.8344,0.0349138,-0.0050287,-0.408891,12,12,336.635,392.913,338.621,396.968,-0.584708,1.02707
24.814,-0.150393,0.175916,-26.2238,0.0382146,-0.00655317,-0.451704,12,12,374.643,444.822,376.682,448.593,-0.514462,0.714889
24.834,-0.1647,0.190795,-28.8029,0.0396847,-0.00731715,-0.495688,12,12,413.53,499.218,415.44,502.997,-0.62349,0.694027
24.854,-0.180551,0.207162,-31.5009,0.0404728,-0.00777983,-0.543714,12,12,451.278,555.036,453.229,559.165,-0.708603,0.829747
24.874,-0.195602,0.223643,-34.2018,0.0423376,-0.00898855,-0.591375,12,12,488.364,612.385,490.131,616.517,-0.675092,1.04093
24.894,-0.212198,0.240812,-37.1246,0.0440209,-0.0101823,-0.640565,12,12,523.364,670.365,525.243,674.687,-0.766216,0.906408
24.913,-0.227249,0.257407,-39.9104,0.0452226,-0.0111362,-0.692549,12,12,525.233,689.015,522.654,687.382,-0.687062,0.873687
24.934,-0.244875,0.275319,-42.9333,0.0465202,-0.012281,-0.74397,12,12,506.776,681.472,504.199,680.002,-0.814527,0.925252
24.954,-0.262958,0.292831,-46.0065,0.047099,-0.0128478,-0.799005,12,12,480.014,664.732,477.506,663.277,-0.82246,0.907713
24.974,-0.280756,0.3104,-49.155,0.0476039,-0.013391,-0.854084,12,12,447.52,640.03,445.279,639.046,-0.812677,1.08578
24.993,-0.299813,0.328941,-52.2616,0.0485596,-0.0145579,-0.909273,12,12,410.294,608.772,408.432,608.14,-0.880103,0.849843
25.014,-0.318812,0.347483,-55.6873,0.0484859,-0.01445,-0.969046,12,12,366.051,568.525,364.329,568.004,-0.789221,0.953514
25.034,-0.338555,0.365738,-59.0547,0.0488698,-0.0150369,-1.02791,12,12,319.906,523.921,318.516,523.913,-0.816525,0.953808
25.054,-0.357898,0.384795,-62.4173,0.0497225,-0.01658,-1.08785,12,12,271.217,474.474,269.99,474.724,-0.848614,0.932383
25.074,-0.378385,0.403851,-65.8789,0.0495854,-0.016264,-1.14825,12,12,221.708,421.767,220.582,422.342,-0.938032,0.952652
25.094,-0.398072,0.423309,-69.4325,0.0497733,-0.0167155,-1.19524,-12,12,183.734,379.74,170.413,367.087,-1.13776,1.17275
25.114,-0.411577,0.443739,-72.9794,0.0498503,-0.0169344,-1.25888,-12,12,133.367,322.613,130.118,318.662,-1.18006,1.13337
25.134,-0.412378,0.46291,-76.4099,0.0517751,-0.0240191,-1.31922,-12,12,86.1275,267.718,84.5491,264.467,-0.203188,1.06465
25.154,-0.40986,0.486545,-79.6256,0.0540506,-0.0344596,-1.37547,-12,12,45.1338,216.41,44.4576,214.226,0.0798613,1.47097
25.174,-0.395668,0.508463,-82.6617,0.0566758,-0.0508555,-1.43228,-12,12,6.60817,167.799,7.31496,165.68,0.834028,0.77258
25.194,-0.375638,0.515902,-85.4207,0.0583242,-0.0663842,-1.48158,-12,-12,-22.5967,126.761,-21.3415,124.827,0.878199,0.279451
25.213,-0.373349,0.52626,-87.5954,0.0589161,-0.0755117,-1.52284,-12,-12,-42.0565,93.4802,-41.4893,92.1184,-0.215176,0.382097
25.234,-0.377813,0.536447,-89.3023,0.0589433,-0.0765768,-1.55285,-12,12,-53.1294,69.5759,-52.2783,68.6998,-0.18452,0.490185
25.254,-0.377985,0.549094,-90.4399,0.0589563,-0.0811471,-1.57459,-12,12,-57.74,52.4757,-56.6812,51.6872,-0.133861,0.303907
25.274,-0.376325,0.567578,-91.3987,0.0588271,-0.0883436,-1.59297,-12,-12,-58.9143,38.5234,-57.4356,37.9511,0.0419908,0.381066
25.294,-0.371232,0.58818,-92.0425,0.0584601,-0.0999679,-1.60559,-12,12,-56.1683,28.2675,-54.5164,28.2342,0.248631,0.696954
25.314,-0.353492,0.600884,-92.4448,0.0579735,-0.112113,-1.61266,-12,12,-50.9744,21.8194,-48.4119,21.5308,1.1699,0.333893
25.334,-0.336552,0.612044,-92.7515,0.0573039,-0.126797,-1.61805,-12,12,-42.7014,16.1715,-40.9704,16.0158,0.370876,0.378633
25.354,-0.327797,0.622917,-92.9035,0.0569004,-0.134962,-1.62092,-12,12,-33.888,11.4238,-32.3104,11.7469,0.421422,0.746354
25.374,-0.31658,0.643633,-93.0658,0.0561619,-0.149109,-1.62463,-2.18525,-4.76934,-24.9495,7.01035,-22.9683,7.54014,0.556878,0.999972
25.393,-0.305478,0.664692,-93.0229,0.0552152,-0.166803,-1.62405,12,8.97113,-14.9971,3.78167,-13.3511,4.3516,0.622973,0.905842
25.414,-0.305306,0.67877,-93.1314,0.0547878,-0.174869,-1.62498,12,-12,-4.79159,0.914259,-3.21379,1.01271,0.526996,0.432534
25.433,-0.297123,0.678427,-93.4608,0.0544837,-0.180276,-1.63107,0,0,-0.385859,-0.0569222,-0,0,0.385859,0.0569222
25.454,-0.288482,0.689643,-93.4921,0.0539235,-0.189456,-1.63203,0,0,-0.353049,-0.390351,-0,0,0.353049,0.390351
25.474,-0.279898,0.699258,-93.4291,0.0533604,-0.19876,-1.63079,0,0,-0.414391,-0.47837,-0,0,0.414391,0.47837
25.493,-0.272115,0.709444,-93.5857,0.0527886,-0.208114,-1.63312,0,0,-0.373687,-0.356848,-0,0,0.373687,0.356848
25.513,-0.264618,0.716769,-93.6878,0.0523104,-0.215542,-1.63531,0,0,-0.379593,-0.418547,-0,0,0.379593,0.418547
