20.359,0,0,0,0,0,0,0,0,0,2.1e-05,0,0
20.378,1.7576e-05,3.9919e-11,3.38158e-06,5.22254e-05,0,0,0.363583,0.363581,0.00617977,0.00619742,0.00185311,0.00185309
20.398,5.84827e-05,4.62173e-10,-2.29074e-06,0.000243476,0,0,0.448109,0.448132,0.0128471,0.0128614,0.00228386,0.00228403
20.418,0.00010783,-1.15891e-09,-0.000131445,0.000568453,0,0,0.536591,0.536958,0.0195264,0.0195446,0.00273445,0.00273722
20.438,6.24858e-05,-7.21615e-08,0.000970948,0.00102901,0,0,0.857236,0.741629,0.0262361,0.0262188,-0.0179167,-0.00812702
20.458,-0.000202407,-2.99298e-07,0.00131783,0.00162557,0,0,0.943606,0.840985,0.0329864,0.0329487,-0.0174951,-0.00897109
20.478,-0.000197283,-2.18905e-07,0.00294644,0.00235824,0,0,0.589532,0.814531,0.0397798,0.0396725,0.0210314,0.00127248
20.498,5.11281e-05,5.13544e-07,0.00287881,0.003227,0,0,0.699032,0.741979,0.0465486,0.0463993,0.0193671,0.0154381
20.518,0.000455545,1.60172e-06,0.00292397,0.00423164,0,0,0.836759,0.859669,0.0533322,0.0531568,0.0154558,0.0130008
20.538,0.000591014,2.00865e-06,0.00300688,0.0053725,0,0,1.04559,1.04289,0.0601848,0.0599805,0.00533292,0.00530955
20.558,0.00067092,2.23468e-06,0.00285907,0.00664919,0,0,1.1798,1.1299,0.0670749,0.066857,0.00173984,0.00568824
20.578,0.000501342,1.70366e-06,0.00292997,0.008062,0,0,1.43495,1.29656,0.0740673,0.0738196,-0.0123989,-0.000506791
20.598,0.000758124,2.23442e-06,0.00191288,0.00961085,0,0,1.51568,1.1583,0.0810057,0.0808326,-0.0114899,0.019293
20.618,0.000840966,2.38212e-06,0.00181547,0.0112955,0,0,1.6123,1.25154,0.0881179,0.0879399,-0.0109933,0.0197616
20.638,0.00106299,2.85445e-06,0.00209669,0.0131171,0,0,1.49173,1.34093,0.0953273,0.0950929,0.00781815,0.0205175
20.658,0.00125346,3.31954e-06,0.00252429,0.0150738,0,0,1.58755,1.58369,0.102484,0.10218,0.00809624,0.008067
20.678,0.0013778,3.64298e-06,0.00257981,0.0166309,0,0,1.64643,1.65532,0.109576,0.109263,0.00958521,0.00845037
20.698,0.00164798,4.36648e-06,0.00283321,0.0193976,0,0,1.64412,1.7674,0.117063,0.116674,0.020616,0.0091862
20.718,0.00187575,5.09565e-06,0.00321697,0.0211592,0,0,1.71816,1.84397,0.124359,0.123913,0.0209904,0.00957951
20.738,0.00218842,6.02813e-06,0.00286932,0.0236285,0,0,1.80364,1.93086,0.131807,0.131375,0.0214243,0.0100241
20.758,0.00251093,6.91123e-06,0.00261058,0.026235,0,0,1.90586,2.03372,0.13936,0.138948,0.0219445,0.0105492
20.778,0.0028434,7.78316e-06,0.00267286,0.0289754,0,0,2.01196,2.13735,0.147032,0.146577,0.0224883,0.0110743
20.798,0.00318657,8.72331e-06,0.00274486,0.0318546,0,0,2.23047,2.23508,0.154809,0.154327,0.0124233,0.0113997
20.818,0.00390045,1.06112e-05,0.00263599,0.0348687,0,0,2.3242,1.76826,0.16256,0.162132,0.013702,0.0610174
20.838,0.00465926,1.25624e-05,0.00256749,0.0380192,0,0,2.42738,1.87151,0.170398,0.169903,0.0142277,0.0615413
20.858,0.00542699,1.44846e-05,0.00253662,0.0413043,0,0,2.5376,1.97587,0.17836,0.177851,0.0144563,0.0620653
20.878,0.00608648,1.62487e-05,0.00277878,0.0447243,0,0,2.65055,2.60961,0.186491,0.185907,0.0142232,0.0168593
20.898,0.0073462,1.97521e-05,0.00283234,0.0482799,0,0,1.9424,2.69817,0.194519,0.1939,0.0845569,0.0184506
20.918,0.00777189,2.101e-05,0.00286201,0.0519732,0,0,2.98183,2.8179,0.20297,0.202308,0.00575899,0.0193105
20.938,0.00806779,2.18027e-05,0.0026,0.0558018,0,0,3.09232,2.87085,0.211565,0.210953,0.00640435,0.0248629
20.958,0.00835884,2.25743e-05,0.00265017,0.0597647,0,0,3.2085,3.02941,0.22035,0.219702,0.0069357,0.0216431
20.978,0.00865223,2.33147e-05,0.00242535,0.0638638,0,0,3.32435,3.14559,0.229254,0.228642,0.00752574,0.0222356
20.998,0.00895778,2.40917e-05,0.00263141,0.0680993,0,0,3.45024,3.26741,0.238367,0.237676,0.00817239,0.0228515
21.018,0.00927579,2.49877e-05,0.00289452,0.0724708,0,0,3.4752,3.38494,0.247642,0.246856,0.0169397,0.0235831
21.038,0.00967679,2.61107e-05,0.00271159,0.0769779,0,0,3.46374,3.55825,0.257092,0.256331,0.0293051,0.0201948
21.058,0.0102125,2.7558e-05,0.00274911,0.081621,0,0,3.59847,3.67972,0.266501,0.265738,0.0288267,0.0206139
21.078,0.0107173,2.90392e-05,0.00293215,0.0864006,0,0,3.71321,3.772,0.276205,0.275327,0.0304348,0.0243682
21.098,0.0112783,3.06878e-05,0.00291197,0.0913158,0,0,3.46254,3.86523,0.286038,0.285142,0.0644825,0.0287071
21.118,0.0121192,3.31928e-05,0.00297546,0.0963669,0,0,3.97902,4.00143,0.295988,0.295044,0.0313255,0.0283488
