98.559,0,0,-0.0028375,0,0,0,0,0,0,0,0,0,0,0
98.577,0,0,0.0138313,9.5826e-05,1.46809e-08,0.000236056,1.99812,1.99727,0.0178937,0.0178921,0.0328141,0.0328301,0.010185,0.0101786
98.597,0,0,0.00104375,0.000318445,8.68101e-08,0.00037121,2.46282,2.463,0.0524136,0.0523829,0.0699336,0.0699258,0.0125523,0.0125536
98.617,0,0,-0.0416875,0.000589189,6.89386e-08,-0.000586867,2.96126,2.97552,0.0871389,0.0871039,0.106223,0.106322,0.0150754,0.0151832
98.638,0,0.000228908,-0.0080625,0.000978785,-8.70854e-08,-0.00053887,3.4178,3.11099,0.121768,0.0951617,0.144088,0.144208,0.0178593,0.0445566
98.657,-0.000171681,0.000286135,0.022875,0.00137517,1.52946e-08,0.0004996,4.11957,3.80136,0.179274,0.15249,0.181755,0.181669,-0.00146113,0.0252154
98.677,-0.000343362,0.000286135,-0.0185188,0.00173823,-4.76654e-08,-0.000185332,4.52156,4.35931,0.2028,0.188397,0.220081,0.220155,0.0138281,0.0282794
98.697,0.000801179,0.00120177,0.0188375,0.00262621,5.00516e-08,8.87936e-05,4.00484,4.28949,0.155844,0.180022,0.259447,0.259444,0.10027,0.0760643
98.717,0.00200295,0.00257522,0.024025,0.00456809,1.53403e-06,0.000389208,4.9351,4.80712,0.224261,0.213282,0.298697,0.298582,0.0718356,0.0826779
98.737,0.00286135,0.00360531,0.02705,0.00608978,2.05478e-06,0.000567668,5.50691,5.24902,0.273958,0.251899,0.339779,0.339576,0.0635515,0.085385
98.757,0.00366253,0.0042348,0.0352688,0.00749092,3.2132e-06,0.00064479,6.04898,5.98864,0.311322,0.303543,0.38187,0.381606,0.0685528,0.0760442
98.778,0.00446371,0.00509321,0.01485,0.00891287,3.76045e-06,0.000269217,6.63083,6.67086,0.33725,0.34194,0.426028,0.42592,0.0864069,0.0815834
98.797,0.00566548,0.00658111,0.006275,0.0108551,3.93586e-06,0.0001273,7.22421,6.66637,0.374922,0.325295,0.46976,0.469714,0.0940407,0.143598
98.818,0.00669557,0.00812624,-0.0385625,0.0129576,3.97947e-06,-0.000691259,8.04009,7.76384,0.425878,0.398941,0.516358,0.516795,0.0896756,0.117016
98.837,0.00812624,0.00949969,-0.0325563,0.0145743,2.82042e-06,-0.000803615,8.19603,7.90771,0.438387,0.413204,0.560748,0.561285,0.112426,0.138109
98.857,0.0106442,0.0119032,-0.0249688,0.0173688,1.29402e-06,-9.23934e-05,8.53714,8.29615,0.450238,0.433314,0.609945,0.610131,0.150075,0.167062
98.877,0.0134484,0.0146501,0.0021875,0.0209457,1.07458e-06,-5.23599e-05,8.81332,8.6715,0.469975,0.455377,0.659906,0.659975,0.1802,0.194836
98.897,0.0160236,0.018141,0.00596875,0.024611,1.40309e-06,-0.000112792,9.14231,9.15414,0.480201,0.480562,0.711715,0.71183,0.222141,0.221865
