14.462,0,0,0
14.48,1.73167e-05,-6.53734e-05,0.0187507
14.5,3.49649e-05,-0.000247594,0.0235926
14.52,4.20342e-05,-0.000550186,0.0207618
14.54,3.86294e-05,-0.000974244,0.0120539
14.56,2.40514e-05,-0.00151814,-0.00021075
14.58,-1.46632e-06,-0.00218257,-0.0177498
14.6,-3.73991e-05,-0.00296766,-0.0400457
14.62,-8.56019e-05,-0.00387279,-0.0630321
14.64,-0.000142358,-0.00490038,-0.0959741
14.66,-0.000211129,-0.00604652,-0.140496
14.68,-0.000291202,-0.0073115,-0.183426
14.7,-0.00038217,-0.00869973,-0.234748
14.72,-0.000484295,-0.0102059,-0.282826
14.74,-0.000593899,-0.0118344,-0.345825
14.76,-0.000718994,-0.0135847,-0.413603
14.78,-0.00085146,-0.015471,-0.486239
14.8,-0.000997042,-0.0174385,-0.565366
14.82,-0.0011825,-0.0195499,-0.644132
14.84,-0.0013494,-0.0217803,-0.725884
14.86,-0.00149745,-0.0241263,-0.821871
14.88,-0.00168529,-0.0266021,-0.919033
14.9,-0.0019156,-0.0291884,-1.02301
14.92,-0.00212389,-0.0319011,-1.1283
14.94,-0.00231518,-0.0347305,-1.23023
14.96,-0.00254614,-0.0376832,-1.3676
14.98,-0.00278997,-0.0407554,-1.49205
15,-0.00308069,-0.0439685,-1.61115
15.02,-0.00336887,-0.047261,-1.76709
15.04,-0.00367017,-0.0506995,-1.89047
15.06,-0.00395616,-0.0542973,-2.03293
15.08,-0.00423326,-0.0579208,-2.17073
15.1,-0.00462568,-0.0617137,-2.34388
15.12,-0.00488086,-0.0656295,-2.50969
15.14,-0.00530889,-0.0696621,-2.66867
15.16,-0.0057366,-0.0738225,-2.85
15.18,-0.00609406,-0.0780915,-3.01498
15.2,-0.00660739,-0.0824894,-3.17796
15.22,-0.00698152,-0.0870053,-3.39205
15.24,-0.00749432,-0.0916419,-3.586
15.26,-0.00797922,-0.0964091,-3.76095
15.28,-0.00819457,-0.101307,-3.97622
15.3,-0.0086146,-0.106294,-4.18835
15.32,-0.0112477,-0.111399,-4.26941
15.341,-0.0156853,-0.116861,-4.3267
15.36,-0.0202693,-0.122002,-4.35607
15.38,-0.0249095,-0.127477,-4.35331
15.4,-0.0290435,-0.13308,-4.42073
15.42,-0.0329122,-0.138805,-4.49538
15.44,-0.0355988,-0.144655,-4.66001
15.46,-0.0388043,-0.150609,-4.7566
15.48,-0.0431963,-0.15669,-4.82798
15.5,-0.0477887,-0.162886,-4.8862
15.52,-0.0523912,-0.169204,-4.96773
15.54,-0.0566879,-0.175657,-5.03223
15.56,-0.060858,-0.182222,-5.13534
15.58,-0.06591,-0.188897,-5.23028
15.6,-0.0711422,-0.195697,-5.29702
15.62,-0.0762403,-0.202622,-5.31127
15.64,-0.0816814,-0.209662,-5.41575
15.66,-0.0870066,-0.21683,-5.5089
15.68,-0.0923087,-0.224121,-5.59917
15.7,-0.097756,-0.231531,-5.65498
15.72,-0.103118,-0.239045,-5.74813
15.74,-0.108926,-0.246689,-5.82724
15.76,-0.114861,-0.254465,-5.91815
15.78,-0.121173,-0.262482,-5.97031
15.8,-0.127438,-0.270397,-5.9937
15.821,-0.133337,-0.278659,-6.15348
15.84,-0.139591,-0.283583,-6.22345
15.86,-0.14524,-0.283583,-5.64371
15.88,-0.150733,-0.283583,-5.35887
15.9,-0.156382,-0.283583,-5.06516
15.92,-0.161317,-0.283583,-4.80884
15.94,-0.166189,-0.283583,-4.55472
15.96,-0.170969,-0.283583,-4.3052
15.98,-0.174786,-0.283583,-4.10687
16,-0.178511,-0.283583,-3.90796
16.02,-0.181614,-0.283583,-3.74304
16.04,-0.184591,-0.283583,-3.59244
16.06,-0.187513,-0.283583,-3.423
16.08,-0.189997,-0.283583,-3.28504
16.1,-0.192387,-0.283583,-3.15257
16.12,-0.194406,-0.283583,-3.03904
16.14,-0.196486,-0.283583,-2.92136
16.16,-0.198411,-0.283583,-2.812
16.18,-0.199964,-0.283583,-2.72111
16.2,-0.201455,-0.283583,-2.6334
16.22,-0.202915,-0.283583,-2.54446
16.24,-0.204158,-0.283583,-2.4685
16.26,-0.205463,-0.283583,-2.38883
16.28,-0.206643,-0.283583,-2.31499
16.301,-0.207606,-0.283583,-2.25255
16.32,-0.208446,-0.283583,-2.19627
16.34,-0.209223,-0.283583,-2.14242
16.36,-0.209907,-0.283583,-2.09278
16.38,-0.210623,-0.283583,-2.04205
16.4,-0.211183,-0.283583,-1.99973
16.42,-0.211681,-0.283583,-1.95891
16.44,-0.212024,-0.283583,-1.92717
16.46,-0.212367,-0.283583,-1.89489
16.48,-0.212679,-0.283583,-1.86337
16.5,-0.212991,-0.283583,-1.83195
16.52,-0.213334,-0.283583,-1.79909
16.54,-0.213615,-0.283583,-1.77016
16.56,-0.213679,-0.283583,-1.75135
16.58,-0.21365,-0.283583,-1.73797
16.6,-0.213651,-0.283583,-1.72116
16.62,-0.213622,-0.283583,-1.7078
16.64,-0.213593,-0.283583,-1.69324
16.66,-0.213564,-0.283583,-1.67858
16.68,-0.213535,-0.283583,-1.66377
16.7,-0.213505,-0.283583,-1.64935
16.72,-0.213476,-0.283583,-1.63514
16.74,-0.213447,-0.283583,-1.6202
16.76,-0.213417,-0.283583,-1.60634
16.78,-0.213388,-0.283583,-1.59182
16.8,-0.213359,-0.283583,-1.57633
16.821,-0.21333,-0.283583,-1.56269
16.84,-0.2133,-0.283583,-1.5488
16.86,-0.213271,-0.283583,-1.53367
16.88,-0.213242,-0.283583,-1.51927
16.9,-0.213213,-0.283583,-1.5051
16.92,-0.213184,-0.283583,-1.49012
16.94,-0.213154,-0.283583,-1.47557
16.96,-0.213125,-0.283583,-1.46154
16.98,-0.213096,-0.283583,-1.44736
17,-0.213067,-0.283583,-1.43154
17.02,-0.213037,-0.283583,-1.4184
17.04,-0.216769,-0.283583,-3.27678
17.06,-0.218851,-0.283583,-3.16664
17.08,-0.221427,-0.283583,-3.03844
17.1,-0.223163,-0.283583,-2.95645
17.12,-0.224807,-0.283583,-2.87617
17.14,-0.226669,-0.283583,-2.78404
17.16,-0.228562,-0.283583,-2.6911
17.181,-0.230051,-0.283583,-2.61962
17.2,-0.231136,-0.283583,-2.56792
17.22,-0.232098,-0.283583,-2.52122
17.24,-0.233308,-0.283583,-2.46093
17.26,-0.234394,-0.283583,-2.40815
17.28,-0.235418,-0.283583,-2.35818
17.3,-0.236224,-0.283583,-2.31945
17.32,-0.236813,-0.283583,-2.29138
17.34,-0.237434,-0.283583,-2.26083
17.36,-0.238272,-0.283583,-2.21891
17.38,-0.238892,-0.283583,-2.18931
17.4,-0.23942,-0.283583,-2.1638
17.42,-0.239885,-0.283583,-2.14122
17.44,-0.240475,-0.283583,-2.11183
17.46,-0.241095,-0.283583,-2.08128
17.48,-0.241685,-0.283583,-2.05249
17.5,-0.242026,-0.283583,-2.03671
